Tanggal;Prov;Provinsi;Running Sum of divaksin2 (ribu);divaksin2 (ribu)
25/02/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;4,514;0,754
26/02/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;4,784;0,27
27/02/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;4,906;0,122
01/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;5,113;0,207
02/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;5,191;0,078
03/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;5,295;0,104
04/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;5,412;0,117
05/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;5,574;0,162
06/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;5,862;0,288
07/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;5,895;0,033
08/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;6,199;0,304
09/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;6,271;0,072
10/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;6,433;0,162
11/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;6,536;0,103
12/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;6,746;0,21
13/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;6,823;0,077
14/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;6,823;0
15/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;6,866;0,043
16/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;6,929;0,063
17/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;7,006;0,077
18/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;7,224;0,218
19/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;7,578;0,354
20/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;7,804;0,226
21/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;7,81;0,006
22/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;8,818;1,008
23/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;10,56;1,742
24/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;11,941;1,381
25/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;12,016;0,075
26/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;12,185;0,169
27/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;12,287;0,102
28/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;12,294;0,007
29/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;12,707;0,413
30/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;13,271;0,564
31/03/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;14,397;1,126
01/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;15,922;1,525
02/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;16,805;0,883
03/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;16,999;0,194
04/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;17;0,001
05/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;17,272;0,272
06/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;17,833;0,561
07/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;19,693;1,86
08/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;20,012;0,319
09/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;20,462;0,45
10/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;21,003;0,541
11/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;21,051;0,048
12/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;21,403;0,352
13/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;21,469;0,066
14/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;21,533;0,064
15/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;21,84;0,307
16/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;21,885;0,045
17/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;21,968;0,083
18/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;21,97;0,002
19/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;22,103;0,133
20/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;22,314;0,211
21/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;22,572;0,258
22/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;22,763;0,191
23/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;22,828;0,065
24/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;22,947;0,119
25/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;22,947;0
26/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;23,414;0,467
27/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;23,837;0,423
28/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;24,269;0,432
29/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;24,952;0,683
30/04/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;25,024;0,072
01/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;25,07;0,046
02/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;25,07;0
03/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;25,642;0,572
04/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;26,327;0,685
05/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;26,771;0,444
06/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;27,461;0,69
07/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;27,8;0,339
08/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;28,205;0,405
09/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;28,208;0,003
10/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;28,681;0,473
11/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;28,717;0,036
12/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;28,742;0,025
13/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;28,746;0,004
14/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;28,78;0,034
15/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;28,829;0,049
16/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;28,829;0
17/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;29,24;0,411
18/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;30,281;1,041
19/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;31,529;1,248
20/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;32,92;1,391
21/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;33,66;0,74
22/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;34,679;1,019
23/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;34,728;0,049
24/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;35,903;1,175
25/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;36,925;1,022
26/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;37,221;0,296
27/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;38,878;1,657
28/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;39,799;0,921
29/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;40,346;0,547
30/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;40,35;0,004
31/05/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;41,615;1,265
01/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;41,877;0,262
02/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;43,511;1,634
03/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;44,494;0,983
04/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;45,149;0,655
05/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;45,446;0,297
06/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;45,449;0,003
07/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;45,985;0,536
08/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;46,295;0,31
09/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;46,422;0,127
10/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;46,508;0,086
11/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;46,553;0,045
12/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;46,654;0,101
13/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;46,682;0,028
14/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;46,956;0,274
15/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;47,626;0,67
16/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;48,374;0,748
17/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;49,501;1,127
18/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;50,071;0,57
19/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;50,513;0,442
20/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;50,54;0,027
21/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;51,493;0,953
22/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;52,445;0,952
23/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;52,673;0,228
24/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;53,542;0,869
25/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;53,903;0,361
26/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;55,334;1,431
27/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;55,414;0,08
28/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;56,599;1,185
29/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;57,283;0,684
30/06/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;58,011;0,728
01/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;58,803;0,792
02/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;59,55;0,747
03/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;59,93;0,38
04/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;59,982;0,052
05/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;60,886;0,904
06/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;61,598;0,712
07/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;62,093;0,495
08/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;62,767;0,674
09/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;63,306;0,539
10/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;64,006;0,7
11/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;64,058;0,052
12/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;65,022;0,964
13/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;66,324;1,302
14/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;67,595;1,271
15/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;69,303;1,708
16/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;70,2;0,897
17/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;71,138;0,938
18/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;71,299;0,161
19/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;72,095;0,796
20/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;72,107;0,012
21/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;72,444;0,337
22/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;73,313;0,869
23/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;73,829;0,516
24/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;75,361;1,532
25/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;75,419;0,058
26/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;76,559;1,14
27/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;77,884;1,325
28/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;79,024;1,14
29/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;80,443;1,419
30/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;81,448;1,005
31/07/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;81,996;0,548
01/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;82,105;0,109
02/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;82,802;0,697
03/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;83,789;0,987
04/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;84,661;0,872
05/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;85,915;1,254
06/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;87,509;1,594
07/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;89,217;1,708
08/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;89,371;0,154
09/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;91,673;2,302
10/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;93,241;1,568
11/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;93,762;0,521
12/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;96,216;2,454
13/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;97,4;1,184
14/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;99,662;2,262
15/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;99,741;0,079
16/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;101,044;1,303
17/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;101,129;0,085
18/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;102,845;1,716
19/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;104,488;1,643
20/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;105,38;0,892
21/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;106,12;0,74
22/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;106,285;0,165
23/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;107,462;1,177
24/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;108,593;1,131
25/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;109,879;1,286
26/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;111,018;1,139
27/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;111,695;0,677
28/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;112,669;0,974
29/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;113,2;0,531
30/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;115,04;1,84
31/08/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;116,604;1,564
01/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;117,676;1,072
02/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;118,961;1,285
03/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;119,92;0,959
04/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;120,556;0,636
05/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;121,054;0,498
06/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;122,199;1,145
07/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;123,218;1,019
08/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;124,03;0,812
09/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;124,586;0,556
10/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;124,921;0,335
11/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;125,702;0,781
12/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;125,747;0,045
13/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;126,468;0,721
14/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;127,03;0,562
15/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;127,799;0,769
16/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;129,205;1,406
17/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;129,823;0,618
18/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;131,152;1,329
19/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;131,603;0,451
20/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;133,551;1,948
21/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;135,784;2,233
22/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;137,976;2,192
23/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;140,237;2,261
24/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;141,789;1,552
25/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;143,304;1,515
26/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;143,745;0,441
27/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;146,316;2,571
28/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;148,594;2,278
29/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;151,216;2,622
30/09/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;153,12;1,904
01/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;154,635;1,515
02/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;156,808;2,173
03/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;157,153;0,345
04/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;160,371;3,218
05/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;163,735;3,364
06/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;166,461;2,726
07/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;169,523;3,062
08/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;171,646;2,123
09/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;174,858;3,212
10/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;175,778;0,92
11/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;179,228;3,45
12/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;183,1;3,872
13/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;186,587;3,487
14/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;189,234;2,647
15/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;191,667;2,433
16/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;194,42;2,753
17/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;195,569;1,149
18/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;198,215;2,646
19/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;200,6;2,385
20/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;202,074;1,474
21/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;204,212;2,138
22/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;205,94;1,728
23/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;208,064;2,124
24/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;208,43;0,366
25/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;210,226;1,796
26/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;212,472;2,246
27/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;215,091;2,619
28/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;217,347;2,256
29/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;218,72;1,373
30/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;221,085;2,365
31/10/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;221,919;0,834
01/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;224,367;2,448
02/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;227,743;3,376
03/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;231,054;3,311
04/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;233,61;2,556
05/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;235,869;2,259
06/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;239,756;3,887
07/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;240,781;1,025
08/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;243,677;2,896
09/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;247,622;3,945
10/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;251,809;4,187
11/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;255,141;3,332
12/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;257,369;2,228
13/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;259,697;2,328
14/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;260,645;0,948
15/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;263,481;2,836
16/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;266,679;3,198
17/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;269,752;3,073
18/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;272,368;2,616
19/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;274,33;1,962
20/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;276,966;2,636
21/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;277,828;0,862
22/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;280,24;2,412
23/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;283,498;3,258
24/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;285,994;2,496
25/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;288,967;2,973
26/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;291,555;2,588
27/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;295,37;3,815
28/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;296,535;1,165
29/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;299,398;2,863
30/11/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;303,097;3,699
01/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;307,061;3,964
02/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;310,47;3,409
03/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;314,225;3,755
04/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;317,62;3,395
05/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;319,113;1,493
06/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;321,968;2,855
07/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;325,715;3,747
08/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;329,835;4,12
09/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;333,578;3,743
10/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;337,69;4,112
11/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;342,017;4,327
12/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;344,161;2,144
13/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;348,521;4,36
14/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;352,189;3,668
15/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;357,559;5,37
16/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;362,376;4,817
17/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;366,427;4,051
18/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;371,067;4,64
19/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;372,707;1,64
20/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;378,126;5,419
21/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;381,874;3,748
22/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;385,57;3,696
23/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;389,713;4,143
24/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;392,32;2,607
25/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;394,368;2,048
26/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;395,879;1,511
27/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;400,042;4,163
28/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;404,074;4,032
29/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;408,196;4,122
30/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;412,627;4,431
31/12/2021 00.00.00;Sulawesi Barat;Sulawesi Barat;417,17;4,543
01/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;417,778;0,608
02/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;418,464;0,686
03/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;420,531;2,067
04/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;422,907;2,376
05/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;425,872;2,965
06/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;428,393;2,521
07/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;430,645;2,252
08/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;433,581;2,936
09/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;434,342;0,761
10/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;436,415;2,073
11/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;438,8;2,385
12/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;441,429;2,629
13/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;444,73;3,301
14/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;447,89;3,16
15/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;450,068;2,178
16/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;450,671;0,603
17/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;453,359;2,688
18/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;455,649;2,29
19/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;457,408;1,759
20/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;459,23;1,822
21/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;460,657;1,427
22/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;462,175;1,518
23/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;462,589;0,414
24/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;464,515;1,926
25/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;466,303;1,788
26/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;468,179;1,876
27/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;470,51;2,331
28/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;472,602;2,092
29/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;474,454;1,852
30/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;474,848;0,394
31/01/2022 00.00.00;Sulawesi Barat;Sulawesi Barat;476,236;1,388
