Tanggal;Provinsi;Running Sum of divaksin1 (ribu);divaksin1 (ribu)
25/09/2022 00.00.00;Bali;4009,908;0
26/09/2022 00.00.00;Bali;4009,914;0,006
27/09/2022 00.00.00;Bali;4009,926;0,012
28/09/2022 00.00.00;Bali;4009,926;0
29/09/2022 00.00.00;Bali;4009,928;0,002
30/09/2022 00.00.00;Bali;4009,943;0,015
01/10/2022 00.00.00;Bali;4009,955;0,012
02/10/2022 00.00.00;Bali;4009,956;0,001
03/10/2022 00.00.00;Bali;4010,023;0,067
04/10/2022 00.00.00;Bali;4010,076;0,053
05/10/2022 00.00.00;Bali;4010,144;0,068
06/10/2022 00.00.00;Bali;4010,198;0,054
07/10/2022 00.00.00;Bali;4010,272;0,074
08/10/2022 00.00.00;Bali;4010,277;0,005
09/10/2022 00.00.00;Bali;4010,278;0,001
10/10/2022 00.00.00;Bali;4010,32;0,042
11/10/2022 00.00.00;Bali;4010,338;0,018
12/10/2022 00.00.00;Bali;4010,389;0,051
13/10/2022 00.00.00;Bali;4010,423;0,034
14/10/2022 00.00.00;Bali;4010,449;0,026
15/10/2022 00.00.00;Bali;4010,458;0,009
16/10/2022 00.00.00;Bali;4010,458;0
17/10/2022 00.00.00;Bali;4010,464;0,006
18/10/2022 00.00.00;Bali;4010,477;0,013
19/10/2022 00.00.00;Bali;4010,482;0,005
20/10/2022 00.00.00;Bali;4010,497;0,015
21/10/2022 00.00.00;Bali;4010,508;0,011
22/10/2022 00.00.00;Bali;4010,511;0,003
23/10/2022 00.00.00;Bali;4010,511;0
24/10/2022 00.00.00;Bali;4010,516;0,005
25/10/2022 00.00.00;Bali;4010,521;0,005
26/10/2022 00.00.00;Bali;4010,521;0
27/10/2022 00.00.00;Bali;4010,525;0,004
28/10/2022 00.00.00;Bali;4010,531;0,006
29/10/2022 00.00.00;Bali;4010,535;0,004
31/10/2022 00.00.00;Bali;4010,542;0,007
01/11/2022 00.00.00;Bali;4010,558;0,016
02/11/2022 00.00.00;Bali;4010,573;0,015
13/01/2021 00.00.00;Aceh;0,009;0,009
15/01/2021 00.00.00;Aceh;0,048;0,039
16/01/2021 00.00.00;Aceh;0,049;0,001
17/01/2021 00.00.00;Aceh;0,051;0,002
18/01/2021 00.00.00;Aceh;0,078;0,027
19/01/2021 00.00.00;Aceh;0,098;0,02
20/01/2021 00.00.00;Aceh;0,141;0,043
21/01/2021 00.00.00;Aceh;0,188;0,047
22/01/2021 00.00.00;Aceh;0,316;0,128
23/01/2021 00.00.00;Aceh;0,326;0,01
24/01/2021 00.00.00;Aceh;0,327;0,001
25/01/2021 00.00.00;Aceh;0,407;0,08
26/01/2021 00.00.00;Aceh;0,52;0,113
27/01/2021 00.00.00;Aceh;0,649;0,129
28/01/2021 00.00.00;Aceh;0,794;0,145
29/01/2021 00.00.00;Aceh;0,85;0,056
30/01/2021 00.00.00;Aceh;0,874;0,024
31/01/2021 00.00.00;Aceh;0,9;0,026
01/02/2021 00.00.00;Aceh;1,01;0,11
02/02/2021 00.00.00;Aceh;1,084;0,074
03/02/2021 00.00.00;Aceh;1,163;0,079
04/02/2021 00.00.00;Aceh;1,239;0,076
05/02/2021 00.00.00;Aceh;1,294;0,055
06/02/2021 00.00.00;Aceh;1,56;0,266
07/02/2021 00.00.00;Aceh;1,848;0,288
08/02/2021 00.00.00;Aceh;2,435;0,587
09/02/2021 00.00.00;Aceh;3,323;0,888
10/02/2021 00.00.00;Aceh;10,593;7,27
11/02/2021 00.00.00;Aceh;19,725;9,132
12/02/2021 00.00.00;Aceh;22,628;2,903
13/02/2021 00.00.00;Aceh;26,935;4,307
14/02/2021 00.00.00;Aceh;28,201;1,266
15/02/2021 00.00.00;Aceh;35,607;7,406
16/02/2021 00.00.00;Aceh;38,503;2,896
17/02/2021 00.00.00;Aceh;40,548;2,045
18/02/2021 00.00.00;Aceh;42,386;1,838
19/02/2021 00.00.00;Aceh;44,048;1,662
20/02/2021 00.00.00;Aceh;44,397;0,349
21/02/2021 00.00.00;Aceh;44,428;0,031
22/02/2021 00.00.00;Aceh;45,213;0,785
23/02/2021 00.00.00;Aceh;45,767;0,554
24/02/2021 00.00.00;Aceh;46,285;0,518
25/02/2021 00.00.00;Aceh;46,894;0,609
26/02/2021 00.00.00;Aceh;47,382;0,488
27/02/2021 00.00.00;Aceh;47,491;0,109
28/02/2021 00.00.00;Aceh;47,506;0,015
01/03/2021 00.00.00;Aceh;48,623;1,117
02/03/2021 00.00.00;Aceh;49,907;1,284
03/03/2021 00.00.00;Aceh;50,762;0,855
04/03/2021 00.00.00;Aceh;51,262;0,5
05/03/2021 00.00.00;Aceh;51,633;0,371
06/03/2021 00.00.00;Aceh;51,706;0,073
07/03/2021 00.00.00;Aceh;51,721;0,015
08/03/2021 00.00.00;Aceh;53,046;1,325
09/03/2021 00.00.00;Aceh;55,052;2,006
10/03/2021 00.00.00;Aceh;58,038;2,986
11/03/2021 00.00.00;Aceh;58,265;0,227
12/03/2021 00.00.00;Aceh;60,2;1,935
13/03/2021 00.00.00;Aceh;60,306;0,106
14/03/2021 00.00.00;Aceh;60,335;0,029
15/03/2021 00.00.00;Aceh;63,261;2,926
16/03/2021 00.00.00;Aceh;66,377;3,116
17/03/2021 00.00.00;Aceh;68,92;2,543
18/03/2021 00.00.00;Aceh;71,76;2,84
19/03/2021 00.00.00;Aceh;73,522;1,762
20/03/2021 00.00.00;Aceh;73,584;0,062
21/03/2021 00.00.00;Aceh;73,593;0,009
22/03/2021 00.00.00;Aceh;77,014;3,421
23/03/2021 00.00.00;Aceh;80,611;3,597
24/03/2021 00.00.00;Aceh;83,577;2,966
25/03/2021 00.00.00;Aceh;87,234;3,657
26/03/2021 00.00.00;Aceh;88,809;1,575
27/03/2021 00.00.00;Aceh;88,98;0,171
28/03/2021 00.00.00;Aceh;88,983;0,003
29/03/2021 00.00.00;Aceh;91,537;2,554
30/03/2021 00.00.00;Aceh;96,011;4,474
31/03/2021 00.00.00;Aceh;97,991;1,98
01/04/2021 00.00.00;Aceh;99,769;1,778
02/04/2021 00.00.00;Aceh;99,825;0,056
03/04/2021 00.00.00;Aceh;100,032;0,207
04/04/2021 00.00.00;Aceh;100,103;0,071
05/04/2021 00.00.00;Aceh;101,773;1,67
06/04/2021 00.00.00;Aceh;103,401;1,628
07/04/2021 00.00.00;Aceh;104,47;1,069
08/04/2021 00.00.00;Aceh;105,877;1,407
09/04/2021 00.00.00;Aceh;107,434;1,557
10/04/2021 00.00.00;Aceh;107,698;0,264
11/04/2021 00.00.00;Aceh;107,702;0,004
12/04/2021 00.00.00;Aceh;108,398;0,696
13/04/2021 00.00.00;Aceh;108,607;0,209
14/04/2021 00.00.00;Aceh;109,001;0,394
15/04/2021 00.00.00;Aceh;109,521;0,52
16/04/2021 00.00.00;Aceh;109,799;0,278
17/04/2021 00.00.00;Aceh;109,855;0,056
18/04/2021 00.00.00;Aceh;109,858;0,003
19/04/2021 00.00.00;Aceh;110,6;0,742
20/04/2021 00.00.00;Aceh;111,79;1,19
21/04/2021 00.00.00;Aceh;112,689;0,899
22/04/2021 00.00.00;Aceh;113,47;0,781
23/04/2021 00.00.00;Aceh;113,791;0,321
24/04/2021 00.00.00;Aceh;113,874;0,083
25/04/2021 00.00.00;Aceh;113,885;0,011
26/04/2021 00.00.00;Aceh;114,83;0,945
27/04/2021 00.00.00;Aceh;115,384;0,554
28/04/2021 00.00.00;Aceh;116,063;0,679
29/04/2021 00.00.00;Aceh;117,086;1,023
30/04/2021 00.00.00;Aceh;117,581;0,495
01/05/2021 00.00.00;Aceh;117,641;0,06
02/05/2021 00.00.00;Aceh;117,646;0,005
03/05/2021 00.00.00;Aceh;118,52;0,874
04/05/2021 00.00.00;Aceh;119,099;0,579
05/05/2021 00.00.00;Aceh;119,667;0,568
06/05/2021 00.00.00;Aceh;120,188;0,521
07/05/2021 00.00.00;Aceh;120,576;0,388
08/05/2021 00.00.00;Aceh;120,749;0,173
09/05/2021 00.00.00;Aceh;120,753;0,004
10/05/2021 00.00.00;Aceh;121,301;0,548
11/05/2021 00.00.00;Aceh;121,433;0,132
12/05/2021 00.00.00;Aceh;121,451;0,018
13/05/2021 00.00.00;Aceh;121,454;0,003
14/05/2021 00.00.00;Aceh;121,458;0,004
15/05/2021 00.00.00;Aceh;121,46;0,002
16/05/2021 00.00.00;Aceh;121,461;0,001
17/05/2021 00.00.00;Aceh;121,665;0,204
18/05/2021 00.00.00;Aceh;122,358;0,693
19/05/2021 00.00.00;Aceh;123,518;1,16
20/05/2021 00.00.00;Aceh;124,731;1,213
21/05/2021 00.00.00;Aceh;125,549;0,818
22/05/2021 00.00.00;Aceh;125,617;0,068
23/05/2021 00.00.00;Aceh;125,62;0,003
24/05/2021 00.00.00;Aceh;126,439;0,819
25/05/2021 00.00.00;Aceh;127,609;1,17
26/05/2021 00.00.00;Aceh;127,623;0,014
27/05/2021 00.00.00;Aceh;130,245;2,622
28/05/2021 00.00.00;Aceh;130,878;0,633
29/05/2021 00.00.00;Aceh;131,025;0,147
30/05/2021 00.00.00;Aceh;131,042;0,017
31/05/2021 00.00.00;Aceh;132,221;1,179
01/06/2021 00.00.00;Aceh;132,427;0,206
02/06/2021 00.00.00;Aceh;134,071;1,644
03/06/2021 00.00.00;Aceh;138,853;4,782
04/06/2021 00.00.00;Aceh;145,638;6,785
05/06/2021 00.00.00;Aceh;154,362;8,724
06/06/2021 00.00.00;Aceh;163,976;9,614
07/06/2021 00.00.00;Aceh;187,734;23,758
08/06/2021 00.00.00;Aceh;202,09;14,356
09/06/2021 00.00.00;Aceh;214,279;12,189
10/06/2021 00.00.00;Aceh;226,024;11,745
11/06/2021 00.00.00;Aceh;237,896;11,872
12/06/2021 00.00.00;Aceh;241,525;3,629
13/06/2021 00.00.00;Aceh;243,149;1,624
14/06/2021 00.00.00;Aceh;254,631;11,482
15/06/2021 00.00.00;Aceh;263,954;9,323
16/06/2021 00.00.00;Aceh;270,997;7,043
17/06/2021 00.00.00;Aceh;278,246;7,249
18/06/2021 00.00.00;Aceh;283,887;5,641
19/06/2021 00.00.00;Aceh;286,144;2,257
20/06/2021 00.00.00;Aceh;286,689;0,545
21/06/2021 00.00.00;Aceh;294,437;7,748
22/06/2021 00.00.00;Aceh;302,804;8,367
23/06/2021 00.00.00;Aceh;311,797;8,993
24/06/2021 00.00.00;Aceh;319,793;7,996
25/06/2021 00.00.00;Aceh;326,753;6,96
26/06/2021 00.00.00;Aceh;363,65;36,897
27/06/2021 00.00.00;Aceh;366,106;2,456
28/06/2021 00.00.00;Aceh;381,467;15,361
29/06/2021 00.00.00;Aceh;394,073;12,606
30/06/2021 00.00.00;Aceh;408,486;14,413
01/07/2021 00.00.00;Aceh;421,845;13,359
02/07/2021 00.00.00;Aceh;431,33;9,485
03/07/2021 00.00.00;Aceh;440,688;9,358
04/07/2021 00.00.00;Aceh;443,218;2,53
05/07/2021 00.00.00;Aceh;454,777;11,559
06/07/2021 00.00.00;Aceh;467,443;12,666
07/07/2021 00.00.00;Aceh;479,177;11,734
08/07/2021 00.00.00;Aceh;493,563;14,386
09/07/2021 00.00.00;Aceh;505,076;11,513
10/07/2021 00.00.00;Aceh;517,234;12,158
11/07/2021 00.00.00;Aceh;519,512;2,278
12/07/2021 00.00.00;Aceh;539,997;20,485
13/07/2021 00.00.00;Aceh;561,595;21,598
14/07/2021 00.00.00;Aceh;580,932;19,337
15/07/2021 00.00.00;Aceh;601,04;20,108
16/07/2021 00.00.00;Aceh;619,183;18,143
17/07/2021 00.00.00;Aceh;631,215;12,032
18/07/2021 00.00.00;Aceh;633,819;2,604
19/07/2021 00.00.00;Aceh;637,25;3,431
20/07/2021 00.00.00;Aceh;637,412;0,162
21/07/2021 00.00.00;Aceh;640,345;2,933
22/07/2021 00.00.00;Aceh;646,375;6,03
23/07/2021 00.00.00;Aceh;651,04;4,665
24/07/2021 00.00.00;Aceh;658,495;7,455
25/07/2021 00.00.00;Aceh;663,07;4,575
26/07/2021 00.00.00;Aceh;669,51;6,44
27/07/2021 00.00.00;Aceh;675,502;5,992
28/07/2021 00.00.00;Aceh;681,313;5,811
29/07/2021 00.00.00;Aceh;685,707;4,394
30/07/2021 00.00.00;Aceh;688,897;3,19
31/07/2021 00.00.00;Aceh;693,997;5,1
01/08/2021 00.00.00;Aceh;694,713;0,716
02/08/2021 00.00.00;Aceh;699,433;4,72
03/08/2021 00.00.00;Aceh;702,638;3,205
04/08/2021 00.00.00;Aceh;705,05;2,412
05/08/2021 00.00.00;Aceh;707,709;2,659
06/08/2021 00.00.00;Aceh;710,162;2,453
07/08/2021 00.00.00;Aceh;711,912;1,75
08/08/2021 00.00.00;Aceh;712,25;0,338
09/08/2021 00.00.00;Aceh;715,474;3,224
10/08/2021 00.00.00;Aceh;718,261;2,787
11/08/2021 00.00.00;Aceh;718,953;0,692
12/08/2021 00.00.00;Aceh;722,139;3,186000000
13/08/2021 00.00.00;Aceh;725,186;3,047000000
14/08/2021 00.00.00;Aceh;727,733000000;2,547
15/08/2021 00.00.00;Aceh;728,268;0,535
16/08/2021 00.00.00;Aceh;732,333;4,065000000
17/08/2021 00.00.00;Aceh;732,817;0,484
18/08/2021 00.00.00;Aceh;736,031;3,214
19/08/2021 00.00.00;Aceh;739,085;3,054
20/08/2021 00.00.00;Aceh;741,441;2,356
21/08/2021 00.00.00;Aceh;743,012;1,571
22/08/2021 00.00.00;Aceh;743,364;0,352
23/08/2021 00.00.00;Aceh;747,761;4,397
24/08/2021 00.00.00;Aceh;751,398;3,637
25/08/2021 00.00.00;Aceh;754,979;3,581
26/08/2021 00.00.00;Aceh;759,697;4,718
27/08/2021 00.00.00;Aceh;763,352;3,655
28/08/2021 00.00.00;Aceh;765,873;2,521
29/08/2021 00.00.00;Aceh;766,734;0,861
30/08/2021 00.00.00;Aceh;774,917;8,183
31/08/2021 00.00.00;Aceh;782,644;7,727
01/09/2021 00.00.00;Aceh;790,302;7,658
02/09/2021 00.00.00;Aceh;797,489;7,187
03/09/2021 00.00.00;Aceh;803,57;6,081
04/09/2021 00.00.00;Aceh;807,173;3,603
05/09/2021 00.00.00;Aceh;808,155;0,982
06/09/2021 00.00.00;Aceh;816,354;8,199000000
07/09/2021 00.00.00;Aceh;825,582;9,228
08/09/2021 00.00.00;Aceh;833,204;7,622
09/09/2021 00.00.00;Aceh;841,345;8,141
10/09/2021 00.00.00;Aceh;848,734;7,389
11/09/2021 00.00.00;Aceh;854,036;5,302
12/09/2021 00.00.00;Aceh;856,199;2,163
13/09/2021 00.00.00;Aceh;864,784;8,585
14/09/2021 00.00.00;Aceh;873,769;8,985
15/09/2021 00.00.00;Aceh;881,679;7,91
16/09/2021 00.00.00;Aceh;890,472;8,793
17/09/2021 00.00.00;Aceh;899,135;8,663
18/09/2021 00.00.00;Aceh;905,516;6,381
19/09/2021 00.00.00;Aceh;907,809;2,293
20/09/2021 00.00.00;Aceh;923,63;15,821
21/09/2021 00.00.00;Aceh;939,885;16,255
22/09/2021 00.00.00;Aceh;958,836;18,951
23/09/2021 00.00.00;Aceh;978,087;19,251
24/09/2021 00.00.00;Aceh;990,422;12,335
25/09/2021 00.00.00;Aceh;1000,104;9,682
26/09/2021 00.00.00;Aceh;1003,861;3,757
27/09/2021 00.00.00;Aceh;1016,614;12,753
28/09/2021 00.00.00;Aceh;1028,574;11,96
29/09/2021 00.00.00;Aceh;1039,93;11,356
30/09/2021 00.00.00;Aceh;1051,55;11,62
01/10/2021 00.00.00;Aceh;1058,602;7,052
02/10/2021 00.00.00;Aceh;1063,883;5,281
03/10/2021 00.00.00;Aceh;1066,375;2,492
04/10/2021 00.00.00;Aceh;1072,603;6,228
05/10/2021 00.00.00;Aceh;1079,274;6,671
06/10/2021 00.00.00;Aceh;1088,133;8,859000000
07/10/2021 00.00.00;Aceh;1096,551;8,418
08/10/2021 00.00.00;Aceh;1103,041;6,49
09/10/2021 00.00.00;Aceh;1107,83;4,789
10/10/2021 00.00.00;Aceh;1111,098;3,268
11/10/2021 00.00.00;Aceh;1118,389;7,291
12/10/2021 00.00.00;Aceh;1125,484;7,095
13/10/2021 00.00.00;Aceh;1136,395;10,911
14/10/2021 00.00.00;Aceh;1146,763;10,368
15/10/2021 00.00.00;Aceh;1155,005;8,242
16/10/2021 00.00.00;Aceh;1162,466;7,461
17/10/2021 00.00.00;Aceh;1167,098;4,632
18/10/2021 00.00.00;Aceh;1177,299;10,201
19/10/2021 00.00.00;Aceh;1186,506;9,207
20/10/2021 00.00.00;Aceh;1194,058;7,552
21/10/2021 00.00.00;Aceh;1206,181;12,123
22/10/2021 00.00.00;Aceh;1215,448;9,267
23/10/2021 00.00.00;Aceh;1223,779;8,331
24/10/2021 00.00.00;Aceh;1227,717;3,938
25/10/2021 00.00.00;Aceh;1236,973;9,256
26/10/2021 00.00.00;Aceh;1246,805;9,832
27/10/2021 00.00.00;Aceh;1254,218;7,413
28/10/2021 00.00.00;Aceh;1264,648;10,43
29/10/2021 00.00.00;Aceh;1274,444;9,796
30/10/2021 00.00.00;Aceh;1283,036;8,592
31/10/2021 00.00.00;Aceh;1287,008;3,972
01/11/2021 00.00.00;Aceh;1300,185;13,177
02/11/2021 00.00.00;Aceh;1315,977;15,792
03/11/2021 00.00.00;Aceh;1326,649;10,672
04/11/2021 00.00.00;Aceh;1337,054;10,405
05/11/2021 00.00.00;Aceh;1344,408;7,354
06/11/2021 00.00.00;Aceh;1349,98;5,572
07/11/2021 00.00.00;Aceh;1351,588;1,608
08/11/2021 00.00.00;Aceh;1364,319;12,731
09/11/2021 00.00.00;Aceh;1376,718;12,399
10/11/2021 00.00.00;Aceh;1391,165;14,447
11/11/2021 00.00.00;Aceh;1403,382;12,217
12/11/2021 00.00.00;Aceh;1411,567;8,185
13/11/2021 00.00.00;Aceh;1417,662;6,095
14/11/2021 00.00.00;Aceh;1419,555;1,893
15/11/2021 00.00.00;Aceh;1435,282;15,727
16/11/2021 00.00.00;Aceh;1449,622;14,34
17/11/2021 00.00.00;Aceh;1462,927;13,305
18/11/2021 00.00.00;Aceh;1477,437;14,51
19/11/2021 00.00.00;Aceh;1489,606;12,169
20/11/2021 00.00.00;Aceh;1498,202;8,596
21/11/2021 00.00.00;Aceh;1501,937;3,735
22/11/2021 00.00.00;Aceh;1517,665;15,728
23/11/2021 00.00.00;Aceh;1532,381;14,716
24/11/2021 00.00.00;Aceh;1545,267;12,886
25/11/2021 00.00.00;Aceh;1558,619;13,352
26/11/2021 00.00.00;Aceh;1569,258;10,639
27/11/2021 00.00.00;Aceh;1584,915;15,657
28/11/2021 00.00.00;Aceh;1589,426;4,511
29/11/2021 00.00.00;Aceh;1605,177;15,751
30/11/2021 00.00.00;Aceh;1623,248;18,071
01/12/2021 00.00.00;Aceh;1639,32;16,072
02/12/2021 00.00.00;Aceh;1652,482;13,162
03/12/2021 00.00.00;Aceh;1665,952;13,47
04/12/2021 00.00.00;Aceh;1677,991;12,039
05/12/2021 00.00.00;Aceh;1682,69;4,699
06/12/2021 00.00.00;Aceh;1700,247;17,557
07/12/2021 00.00.00;Aceh;1720,281;20,034
08/12/2021 00.00.00;Aceh;1738,617;18,336
09/12/2021 00.00.00;Aceh;1757,604;18,987
10/12/2021 00.00.00;Aceh;1777,423;19,819
11/12/2021 00.00.00;Aceh;1794,809;17,386
12/12/2021 00.00.00;Aceh;1807,418;12,609
13/12/2021 00.00.00;Aceh;1832,022;24,604
14/12/2021 00.00.00;Aceh;1857,033;25,011
15/12/2021 00.00.00;Aceh;1885,468;28,435
16/12/2021 00.00.00;Aceh;1919,534;34,066
17/12/2021 00.00.00;Aceh;1948,956;29,422
18/12/2021 00.00.00;Aceh;1977,132;28,176
19/12/2021 00.00.00;Aceh;1997,831;20,699
20/12/2021 00.00.00;Aceh;2032,646;34,815
21/12/2021 00.00.00;Aceh;2072,008;39,362
22/12/2021 00.00.00;Aceh;2119,837;47,829
23/12/2021 00.00.00;Aceh;2175,32;55,483
24/12/2021 00.00.00;Aceh;2237,223;61,903
25/12/2021 00.00.00;Aceh;2295,205;57,982
26/12/2021 00.00.00;Aceh;2343,462;48,257
27/12/2021 00.00.00;Aceh;2408,902;65,44
28/12/2021 00.00.00;Aceh;2486,909;78,007
29/12/2021 00.00.00;Aceh;2566,988;80,079
30/12/2021 00.00.00;Aceh;2652,941;85,953000000
31/12/2021 00.00.00;Aceh;2750,106;97,165
01/01/2022 00.00.00;Aceh;2776,509;26,403
02/01/2022 00.00.00;Aceh;2808,809;32,3
03/01/2022 00.00.00;Aceh;2842,44;33,631
04/01/2022 00.00.00;Aceh;2875,062;32,622
05/01/2022 00.00.00;Aceh;2900,237;25,175
06/01/2022 00.00.00;Aceh;2926,625;26,388
07/01/2022 00.00.00;Aceh;2947,812;21,187
08/01/2022 00.00.00;Aceh;2965,142;17,33
09/01/2022 00.00.00;Aceh;2978,28;13,138
10/01/2022 00.00.00;Aceh;3001,13;22,85
11/01/2022 00.00.00;Aceh;3027,407;26,277
12/01/2022 00.00.00;Aceh;3056,155;28,748
13/01/2022 00.00.00;Aceh;3079,665;23,51
14/01/2022 00.00.00;Aceh;3099,558;19,893
15/01/2022 00.00.00;Aceh;3117,263;17,705
16/01/2022 00.00.00;Aceh;3128,423;11,16
17/01/2022 00.00.00;Aceh;3151,556;23,133
18/01/2022 00.00.00;Aceh;3182,934;31,378
19/01/2022 00.00.00;Aceh;3213,336;30,402
20/01/2022 00.00.00;Aceh;3244,796;31,46
21/01/2022 00.00.00;Aceh;3272,085;27,289
22/01/2022 00.00.00;Aceh;3294,368;22,283
23/01/2022 00.00.00;Aceh;3304,573;10,205
24/01/2022 00.00.00;Aceh;3331,45;26,877
25/01/2022 00.00.00;Aceh;3353,617;22,167
26/01/2022 00.00.00;Aceh;3374,348;20,731
27/01/2022 00.00.00;Aceh;3396,99;22,642
28/01/2022 00.00.00;Aceh;3415,909;18,919
29/01/2022 00.00.00;Aceh;3424,83;8,921
30/01/2022 00.00.00;Aceh;3428,57;3,74
31/01/2022 00.00.00;Aceh;3440,843;12,273
01/02/2022 00.00.00;Aceh;3448,533;7,69
02/02/2022 00.00.00;Aceh;3467,796;19,263
03/02/2022 00.00.00;Aceh;3485,483;17,687
04/02/2022 00.00.00;Aceh;3498,762;13,279
05/02/2022 00.00.00;Aceh;3511,522;12,76
06/02/2022 00.00.00;Aceh;3515,744;4,222
07/02/2022 00.00.00;Aceh;3531,435;15,691
08/02/2022 00.00.00;Aceh;3547,237;15,802
09/02/2022 00.00.00;Aceh;3558,495;11,258
10/02/2022 00.00.00;Aceh;3570,309;11,814
11/02/2022 00.00.00;Aceh;3577,022;6,713
12/02/2022 00.00.00;Aceh;3591,43;14,408
13/02/2022 00.00.00;Aceh;3595,716;4,286
14/02/2022 00.00.00;Aceh;3612,484;16,768
15/02/2022 00.00.00;Aceh;3628,115;15,631
16/02/2022 00.00.00;Aceh;3641,1;12,985
17/02/2022 00.00.00;Aceh;3653,274;12,174
18/02/2022 00.00.00;Aceh;3663,68;10,406
19/02/2022 00.00.00;Aceh;3673,288;9,608
20/02/2022 00.00.00;Aceh;3678,157;4,869
21/02/2022 00.00.00;Aceh;3685,69;7,533
22/02/2022 00.00.00;Aceh;3692,44;6,75
23/02/2022 00.00.00;Aceh;3699,629;7,189
24/02/2022 00.00.00;Aceh;3708,14;8,511
25/02/2022 00.00.00;Aceh;3715,62;7,48
26/02/2022 00.00.00;Aceh;3721,434;5,814
27/02/2022 00.00.00;Aceh;3723,825;2,391
28/02/2022 00.00.00;Aceh;3727,297;3,472
01/03/2022 00.00.00;Aceh;3732,592;5,295
02/03/2022 00.00.00;Aceh;3740,425;7,833
03/03/2022 00.00.00;Aceh;3745,596;5,171
04/03/2022 00.00.00;Aceh;3755,176;9,58
05/03/2022 00.00.00;Aceh;3761,334;6,158
06/03/2022 00.00.00;Aceh;3764,251;2,917
07/03/2022 00.00.00;Aceh;3771,549;7,298
08/03/2022 00.00.00;Aceh;3779,295;7,746
09/03/2022 00.00.00;Aceh;3787,449;8,154
10/03/2022 00.00.00;Aceh;3794,173;6,724
11/03/2022 00.00.00;Aceh;3802,679;8,506
12/03/2022 00.00.00;Aceh;3809,278;6,599
13/03/2022 00.00.00;Aceh;3811,998;2,72
14/03/2022 00.00.00;Aceh;3819,705;7,707
15/03/2022 00.00.00;Aceh;3828,327;8,622000000
16/03/2022 00.00.00;Aceh;3835,276;6,949
17/03/2022 00.00.00;Aceh;3842,694;7,418
18/03/2022 00.00.00;Aceh;3850,09;7,396
19/03/2022 00.00.00;Aceh;3856,19;6,1
20/03/2022 00.00.00;Aceh;3860,503;4,313
21/03/2022 00.00.00;Aceh;3868,567;8,064
22/03/2022 00.00.00;Aceh;3876,592;8,025
23/03/2022 00.00.00;Aceh;3884,654;8,062
24/03/2022 00.00.00;Aceh;3891,631;6,977
25/03/2022 00.00.00;Aceh;3899,521;7,89
26/03/2022 00.00.00;Aceh;3909,267;9,746
27/03/2022 00.00.00;Aceh;3913,682;4,415
28/03/2022 00.00.00;Aceh;3922,787;9,105
29/03/2022 00.00.00;Aceh;3932,68;9,893
30/03/2022 00.00.00;Aceh;3942,656;9,976
31/03/2022 00.00.00;Aceh;3951,433;8,777
01/04/2022 00.00.00;Aceh;3956,364;4,931
02/04/2022 00.00.00;Aceh;3959,356;2,992
03/04/2022 00.00.00;Aceh;3961,279;1,923
04/04/2022 00.00.00;Aceh;3963,843;2,564
05/04/2022 00.00.00;Aceh;3966,271;2,428
06/04/2022 00.00.00;Aceh;3968,831;2,56
07/04/2022 00.00.00;Aceh;3970,745;1,914
08/04/2022 00.00.00;Aceh;3975,237;4,492
09/04/2022 00.00.00;Aceh;3978,976;3,739
10/04/2022 00.00.00;Aceh;3982,351;3,375
11/04/2022 00.00.00;Aceh;3986,384;4,033000000
12/04/2022 00.00.00;Aceh;3990,252;3,868
13/04/2022 00.00.00;Aceh;3993,799;3,547000000
14/04/2022 00.00.00;Aceh;4000,141;6,342
15/04/2022 00.00.00;Aceh;4004,044;3,903
16/04/2022 00.00.00;Aceh;4007,015;2,971
17/04/2022 00.00.00;Aceh;4009,448;2,433
18/04/2022 00.00.00;Aceh;4015,181;5,733
19/04/2022 00.00.00;Aceh;4021,169;5,988
20/04/2022 00.00.00;Aceh;4026,79;5,621
21/04/2022 00.00.00;Aceh;4032,113;5,323
22/04/2022 00.00.00;Aceh;4036,735;4,622
23/04/2022 00.00.00;Aceh;4041,22;4,485
24/04/2022 00.00.00;Aceh;4044,991;3,771
25/04/2022 00.00.00;Aceh;4048,988;3,997
26/04/2022 00.00.00;Aceh;4052,465;3,477
27/04/2022 00.00.00;Aceh;4055,617;3,152
28/04/2022 00.00.00;Aceh;4062,432;6,815
29/04/2022 00.00.00;Aceh;4065,165;2,733
30/04/2022 00.00.00;Aceh;4066,909;1,744
01/05/2022 00.00.00;Aceh;4067,848;0,939
02/05/2022 00.00.00;Aceh;4068,134;0,286
03/05/2022 00.00.00;Aceh;4068,36;0,226
04/05/2022 00.00.00;Aceh;4068,738;0,378
05/05/2022 00.00.00;Aceh;4068,967;0,229
06/05/2022 00.00.00;Aceh;4069,315;0,348
07/05/2022 00.00.00;Aceh;4069,613;0,298
08/05/2022 00.00.00;Aceh;4069,879;0,266
09/05/2022 00.00.00;Aceh;4071,414;1,535
10/05/2022 00.00.00;Aceh;4074,611;3,197
11/05/2022 00.00.00;Aceh;4076,367;1,756
12/05/2022 00.00.00;Aceh;4078,193;1,826
13/05/2022 00.00.00;Aceh;4079,806;1,613
14/05/2022 00.00.00;Aceh;4080,737;0,931
15/05/2022 00.00.00;Aceh;4081,007;0,27
16/05/2022 00.00.00;Aceh;4082,342;1,335
17/05/2022 00.00.00;Aceh;4083,26;0,918
